12,15,16,15,15,14,26,15,0,21,59,88,20,23,21,17
11,16,18,19,20,17,24,19,0,27,63,86,28,24,25,16
10,15,19,17,17,20,24,21,0,26,67,94,26,26,23,18
18,18,21,22,20,24,31,21,0,18,71,94,27,31,24,18
14,19,20,26,21,26,33,19,0,25,74,100,33,42,35,25
11,14,19,22,22,20,34,21,0,28,70,100,28,37,29,25
9,15,14,16,17,19,32,22,0,27,64,95,18,30,31,24
9,10,14,14,16,16,26,17,0,19,56,92,23,30,24,22
10,10,16,13,16,21,28,19,0,31,58,91,31,27,23,25
10,11,12,15,14,16,23,12,0,18,27,44,18,19,22,13
8,10,11,11,14,12,24,16,0,17,22,29,19,21,22,19
9,12,13,11,15,15,22,12,0,18,56,14,21,30,20,17
10,12,15,13,16,11,19,13,0,32,57,44,19,33,21,23
9,11,14,13,16,15,21,14,0,16,51,83,19,26,21,24
13,12,17,12,16,14,27,13,0,17,58,88,21,29,23,20
10,10,15,13,17,14,23,14,0,20,55,86,20,30,28,22
15,10,19,14,14,16,21,13,0,18,57,85,20,23,21,25
10,9,17,11,14,15,22,15,0,18,59,90,22,32,24,27
9,12,12,10,14,21,22,13,0,15,14,87,20,25,24,26
9,11,12,13,16,15,20,16,0,19,17,42,19,21,25,22
10,8,12,11,13,16,21,10,0,17,16,13,18,21,23,21
12,10,12,11,15,13,23,11,0,18,16,14,20,21,20,22
9,10,12,15,14,10,20,12,0,15,17,12,16,19,22,20
10,11,13,12,14,14,21,14,0,17,57,10,16,31,26,20
10,11,12,11,13,13,22,17,0,20,57,86,18,26,23,25
9,10,13,10,14,15,22,13,0,13,47,81,21,30,25,23
10,10,13,14,14,17,23,12,0,18,59,86,20,31,22,24
9,8,16,10,14,14,21,16,0,17,45,85,19,31,23,25
11,12,13,11,14,14,20,14,0,17,50,66,16,19,22,22
10,4,15,13,16,17,23,16,0,18,50,86,19,28,25,25
4,11,11,13,13,12,18,16,0,16,55,86,21,30,23,26
5,11,13,10,16,10,22,13,0,19,53,75,21,30,25,24
10,7,13,14,15,13,21,13,0,12,20,76,19,24,27,23
9,10,11,12,14,15,18,18,0,18,15,16,18,21,25,23
10,11,14,12,15,11,21,14,0,13,15,21,20,20,25,23
10,10,15,13,14,14,23,14,0,18,18,16,17,22,21,22
13,10,13,13,14,16,21,10,0,17,59,14,23,33,29,25
10,11,14,12,16,14,21,12,0,21,15,85,18,21,26,20
9,8,13,11,15,13,18,14,0,13,15,12,18,21,24,23
8,11,15,11,15,12,20,14,0,16,15,10,17,20,21,24
10,11,12,12,11,11,21,10,0,17,18,11,16,22,20,21
7,11,14,14,18,16,20,14,0,15,11,39,17,20,25,25
11,11,13,10,15,12,19,15,0,15,13,19,20,21,27,29
9,10,13,10,14,17,20,16,0,15,15,14,18,27,24,21
7,10,11,11,18,15,19,14,0,15,14,11,20,23,24,20
10,13,13,10,13,16,20,12,0,17,14,12,14,22,22,25
4,10,13,13,14,15,21,16,0,15,15,14,19,21,23,25
6,11,17,11,17,12,19,12,0,17,18,14,19,19,21,19
6,11,15,11,14,11,21,11,0,14,56,11,18,29,23,24
9,11,13,13,13,19,22,14,0,13,14,88,24,17,26,26
7,10,12,11,14,15,22,14,0,16,15,82,19,22,27,24
10,7,15,13,13,14,23,12,0,17,19,12,18,30,24,22
9,11,12,12,14,14,21,14,0,14,12,58,16,21,24,25
7,9,12,12,14,17,20,13,0,12,16,10,18,18,22,22
11,11,13,11,15,16,21,15,0,16,51,11,19,26,24,25
10,10,11,10,14,15,23,14,0,20,15,18,21,29,29,29
4,8,12,11,15,11,21,12,0,14,13,13,16,19,24,25
7,11,11,12,17,16,22,14,0,15,17,11,25,22,23,23
14,11,12,11,11,17,24,14,0,13,13,12,20,20,21,22
13,13,12,14,12,15,19,14,0,14,15,11,16,17,21,24
7,10,12,11,11,15,20,14,0,19,14,16,16,22,23,24
11,9,13,13,13,15,21,17,0,14,50,15,18,34,30,23
9,11,14,10,16,15,18,12,0,16,30,84,20,22,26,23
13,13,10,11,12,19,20,15,0,16,17,81,20,19,25,25
8,10,19,10,14,17,22,13,0,14,15,8,17,22,22,24
10,10,12,12,12,16,22,10,0,13,11,12,20,22,18,21
7,9,12,12,18,14,22,14,0,15,15,37,20,23,26,25
13,11,10,11,10,10,20,13,0,17,30,13,18,25,23,22
9,11,15,13,9,15,23,14,0,18,46,45,18,24,26,27
10,10,15,12,16,15,23,16,0,15,15,26,18,22,22,25
8,10,8,9,12,11,21,12,0,12,14,12,18,21,22,22
7,10,10,15,12,11,20,14,0,13,16,15,16,21,24,20
7,9,10,11,15,15,21,11,0,14,14,18,20,24,26,26
10,9,11,11,16,14,21,15,0,16,27,13,18,26,22,23
