15,19,18,18,23,23,30,15,0,26,59,90,23,21,20,17
19,24,24,26,25,28,27,21,0,34,63,95,29,25,17,12
17,21,21,22,24,23,37,19,0,27,60,93,24,23,20,14
16,23,22,16,26,23,32,23,0,20,61,96,17,16,18,23
22,25,26,23,29,29,28,20,0,36,69,99,31,28,23,16
22,26,25,24,30,32,35,21,0,30,68,106,28,29,26,19
22,24,26,24,24,39,44,26,0,38,64,97,23,29,29,21
15,21,28,23,31,30,34,26,0,37,68,104,27,33,30,26
17,19,21,23,26,26,35,23,0,33,69,104,30,30,28,25
8,16,19,21,25,24,35,20,0,33,63,100,24,30,28,24
12,16,15,21,20,16,31,20,0,28,63,95,23,30,27,26
11,14,15,18,16,18,30,20,0,27,63,94,26,31,26,26
10,14,15,17,18,19,34,21,0,24,61,91,25,31,29,26
14,14,16,19,19,19,29,19,0,28,62,95,22,31,30,23
11,12,13,18,17,21,29,16,0,28,61,95,24,31,29,22
11,13,15,17,18,15,28,18,0,27,64,93,27,30,29,25
10,12,16,16,19,18,30,19,0,26,64,94,28,34,32,25
11,13,12,17,16,19,29,17,0,31,59,96,27,30,29,26
7,14,15,18,17,19,32,16,0,25,62,95,27,32,28,25
9,12,13,16,18,16,31,15,0,22,59,91,26,33,29,27
8,12,13,15,19,18,30,18,0,25,60,92,24,31,29,30
9,12,14,15,16,17,26,16,0,26,61,91,25,31,28,25
11,12,16,15,17,17,26,20,0,24,60,87,25,31,30,28
11,12,13,14,21,19,26,16,0,26,54,88,25,30,28,24
12,11,12,15,15,16,25,16,0,24,55,95,24,30,30,25
9,12,13,16,18,17,26,17,0,29,59,90,28,31,30,27
10,12,14,15,16,18,31,19,0,24,61,89,24,33,33,27
10,11,11,14,17,17,29,21,0,22,59,88,24,31,30,26
10,13,16,18,20,19,29,16,0,23,60,90,28,33,29,26
11,13,15,18,16,18,28,16,0,25,58,93,26,31,28,25
9,12,13,14,20,17,28,16,0,27,61,92,25,32,28,23
10,16,15,14,18,16,30,17,0,25,62,92,23,33,32,25
11,12,14,19,20,18,32,17,0,24,64,95,25,28,29,30
11,13,14,16,19,16,26,19,0,30,56,95,29,29,27,28
9,14,16,17,17,20,27,16,0,23,62,91,26,34,27,26
11,13,14,18,16,19,30,16,0,26,59,95,27,35,27,25
10,12,16,17,18,17,34,15,0,26,59,90,27,33,28,26
10,13,15,15,23,15,31,20,0,28,62,95,23,33,29,32
7,14,16,16,21,15,30,21,0,25,61,94,28,31,28,28
11,12,15,15,19,15,30,20,0,25,59,94,27,31,29,24
9,12,11,17,17,14,26,21,0,27,63,94,27,32,30,27
10,12,16,17,18,17,32,19,0,26,63,94,27,33,30,29
6,13,16,17,21,14,31,20,0,26,62,95,26,32,33,25
11,13,16,15,17,20,32,17,0,26,58,93,27,32,29,26
10,13,13,16,23,16,31,18,0,25,64,93,27,35,30,30
9,13,14,13,17,18,32,18,0,24,60,92,27,28,32,31
7,13,16,13,18,22,32,20,0,23,59,95,28,32,30,27
10,13,15,17,15,18,29,19,0,24,59,96,27,34,32,29
9,13,15,17,16,19,29,19,0,22,60,93,24,30,30,26
10,13,11,18,18,15,33,17,0,23,57,93,24,30,26,29
7,12,12,17,16,17,31,18,0,25,62,91,28,30,30,28
10,13,13,17,18,16,33,18,0,22,62,94,24,31,32,29
9,12,14,16,19,16,32,16,0,22,59,96,25,35,32,29
10,13,12,15,17,17,30,16,0,24,60,94,24,31,31,30
9,12,11,14,17,14,33,20,0,21,59,94,24,34,32,29
7,12,11,14,17,18,30,19,0,18,60,93,24,33,31,29
7,9,13,14,16,17,27,20,0,21,60,91,25,30,32,31
10,12,14,15,22,17,27,21,0,21,61,90,26,35,33,29
10,12,12,18,16,14,27,14,0,22,59,88,24,36,29,26
11,11,14,17,18,17,30,16,0,21,56,90,26,32,30,29
8,13,12,16,17,16,30,18,0,19,61,91,22,32,29,28
8,12,13,15,19,17,29,19,0,23,59,95,26,35,35,27
9,13,14,17,17,13,29,17,0,21,60,91,24,34,28,26
8,13,12,15,15,15,30,18,0,21,60,92,25,30,27,30
7,13,16,16,17,18,30,23,0,19,63,91,23,34,27,29
11,14,15,16,17,18,31,18,0,20,63,94,23,34,32,30
10,12,12,18,17,18,30,19,0,23,61,91,23,34,27,28
10,12,13,16,19,16,29,17,0,22,61,92,23,33,28,26
8,14,13,17,14,16,32,19,0,22,60,92,26,34,34,29
