18,19,25,18,18,23,20,15,0,27,61,88,21,19,19,12
18,17,23,17,18,20,25,15,0,27,57,89,18,21,18,17
19,15,22,19,21,20,22,18,0,27,59,89,22,21,19,18
19,15,25,17,17,22,20,17,0,27,56,87,22,21,18,14
19,17,24,17,19,18,22,17,0,29,59,90,22,23,18,15
15,18,25,17,16,22,22,15,0,33,58,87,20,23,20,16
18,16,26,18,20,24,23,14,0,32,64,90,23,24,17,15
20,19,21,20,18,26,20,15,0,31,61,90,24,17,16,16
24,20,29,21,20,27,24,18,0,30,63,102,20,22,14,16
18,21,29,21,25,25,28,19,0,37,59,101,15,24,29,21
22,24,28,21,26,26,25,20,0,33,66,97,26,26,22,17
19,21,29,23,26,24,28,20,0,33,66,95,29,24,25,16
20,19,25,22,24,25,26,23,0,35,61,97,28,24,25,15
20,19,29,22,24,24,31,20,0,36,63,103,33,21,24,14
16,18,27,23,27,27,28,24,0,33,61,99,30,29,22,14
16,19,27,21,25,25,27,17,0,34,64,98,28,27,28,19
18,17,25,21,24,25,27,19,0,34,63,98,25,27,29,19
18,20,25,20,23,25,25,15,0,33,63,96,25,30,30,18
15,14,23,17,26,19,30,18,0,34,63,98,29,27,30,18
17,15,24,19,21,24,26,17,0,32,63,96,25,30,29,19
17,14,21,19,20,23,27,16,0,37,64,95,27,31,27,19
16,16,24,18,22,21,28,13,0,31,63,95,29,26,24,20
14,15,24,19,23,19,25,14,0,30,62,92,25,28,28,21
11,18,21,17,19,23,26,15,0,31,61,94,29,27,29,21
14,15,23,19,21,17,26,17,0,25,64,92,27,33,26,19
9,13,21,18,18,23,25,16,0,32,58,91,27,28,29,22
13,17,18,16,19,23,26,17,0,27,57,91,25,28,30,23
11,16,20,20,20,24,23,20,0,27,57,90,28,27,30,23
13,11,22,18,20,20,27,18,0,30,58,91,24,26,31,23
9,14,15,19,19,22,25,16,0,30,54,90,26,26,27,21
13,13,20,18,17,17,25,16,0,25,57,92,26,27,29,22
10,13,20,17,17,15,28,15,0,25,56,88,29,27,31,23
11,9,17,17,14,21,25,19,0,26,57,89,27,28,27,21
10,13,16,17,16,15,28,14,0,26,59,89,28,29,25,22
14,14,17,15,18,21,26,16,0,23,57,89,25,27,26,25
10,12,19,14,14,17,27,16,0,25,57,88,25,26,29,22
8,13,14,16,13,16,23,14,0,22,56,83,25,28,29,22
10,9,16,14,15,18,20,14,0,22,56,86,25,29,29,23
14,14,17,13,15,16,20,13,0,25,54,86,23,29,27,25
12,12,14,12,14,15,24,13,0,23,51,84,23,29,25,25
14,12,14,12,12,19,21,15,0,20,53,80,22,29,28,25
14,17,16,15,13,17,19,13,0,20,54,82,22,29,27,22
8,11,16,15,13,15,20,11,0,21,51,82,21,23,25,21
14,12,18,15,15,16,21,15,0,20,54,83,23,25,24,23
10,11,17,11,16,15,21,17,0,21,50,85,21,24,26,23
13,11,15,13,13,13,25,13,0,17,49,80,20,23,23,21
10,12,17,13,15,19,24,13,0,19,52,82,19,26,24,22
8,11,14,13,14,18,23,15,0,20,54,84,20,25,25,27
12,11,15,13,17,17,22,13,0,23,53,82,22,25,26,25
11,10,16,13,16,17,22,14,0,17,54,79,20,23,25,24
13,11,19,15,15,18,22,14,0,20,53,83,23,26,20,25
11,13,17,14,15,13,24,17,0,22,53,81,21,28,27,22
13,11,18,16,17,17,25,14,0,20,55,86,21,28,27,25
9,11,14,13,15,15,23,13,0,20,54,84,28,30,27,23
7,12,17,15,14,18,23,18,0,21,53,84,25,27,23,21
9,11,14,15,13,18,22,15,0,24,57,84,21,29,27,22
11,13,16,14,13,18,25,14,0,18,57,85,23,27,27,24
10,12,18,13,16,16,24,15,0,21,56,85,23,29,28,23
13,12,15,16,16,16,22,15,0,21,53,85,22,25,29,26
11,13,15,14,17,17,19,14,0,21,51,80,25,28,29,24
10,11,14,14,15,20,22,12,0,25,51,81,26,31,23,24
12,14,16,12,14,18,23,14,0,21,55,82,25,30,24,24
12,12,18,14,15,19,25,14,0,19,54,83,28,31,27,26
12,10,16,14,14,17,22,14,0,21,51,82,24,28,29,26
13,9,18,13,13,14,22,14,0,18,48,73,22,29,28,22
12,14,15,14,15,14,23,11,0,23,51,80,20,28,29,25
12,11,18,15,15,20,22,15,0,23,54,83,27,26,24,22
11,12,16,14,15,17,20,14,0,18,53,81,25,27,27,23
12,12,18,15,19,19,22,15,0,18,52,82,23,26,27,21
11,10,17,14,14,18,20,16,0,24,55,82,22,28,24,21
11,13,15,14,13,16,24,16,0,25,54,83,22,26,27,24
11,13,14,12,14,19,21,19,0,24,53,84,25,26,29,22
14,11,14,13,14,17,24,18,0,26,53,84,30,28,25,21
10,12,17,14,16,17,26,21,0,23,54,84,32,26,25,25
12,15,18,13,15,17,21,18,0,24,55,81,24,29,25,21
10,11,19,12,14,20,25,16,0,23,57,85,28,30,25,18
11,10,16,17,16,20,22,16,0,24,60,88,25,25,30,24
9,10,17,13,18,19,23,16,0,22,53,85,24,30,29,21
11,11,14,12,12,21,19,13,0,23,52,82,27,29,33,22
12,13,17,13,16,17,23,11,0,23,54,82,26,30,34,23
13,12,17,12,17,16,22,15,0,21,51,82,23,30,27,22
10,12,14,13,15,19,23,16,0,21,53,85,25,28,31,21
11,12,15,16,18,21,23,15,0,22,55,79,25,24,29,26
9,12,17,14,14,19,21,17,0,21,53,80,26,28,26,25
8,12,17,16,14,19,20,18,0,24,56,82,26,26,25,25
10,12,18,12,12,16,21,14,0,24,53,84,27,24,26,25
9,12,17,12,15,20,24,14,0,24,50,85,27,27,25,24
12,11,16,13,15,20,25,14,0,24,53,82,25,25,26,21
10,9,20,14,15,20,21,11,0,24,53,78,28,28,31,22
10,12,19,15,15,17,20,15,0,23,53,83,24,26,28,21
10,14,16,16,14,19,23,14,0,26,57,82,24,27,26,22
10,10,15,14,14,23,23,17,0,25,56,82,27,30,28,24
12,10,22,16,13,21,20,16,0,25,55,85,28,28,31,23
12,11,17,16,12,21,23,12,0,23,51,81,25,28,29,23
10,13,18,17,16,20,23,14,0,26,54,84,31,29,28,17
11,12,17,15,18,17,24,17,0,21,56,85,25,29,30,21
10,12,17,16,17,17,22,16,0,24,55,86,27,25,25,21
9,12,18,14,14,18,24,19,0,23,52,86,26,28,27,22
11,11,17,14,18,20,21,14,0,27,56,83,27,27,30,23
10,12,13,14,17,19,22,17,0,24,55,86,27,30,30,23
11,12,19,13,17,19,24,14,0,21,58,84,27,31,25,21
9,11,16,16,14,16,24,14,0,23,54,85,27,31,31,23
9,13,19,16,18,18,24,16,0,25,56,86,30,28,29,21
14,11,14,13,15,20,22,14,0,20,57,85,24,29,30,23
11,14,16,16,16,19,20,15,0,27,53,84,27,32,27,24
