timestamp, proximity1, proximity2, channel1, channel2, channel3, channel4, channel5, channel6, channel7, channel8, channel9, channel10, channel11, channel12, channel13, channel14, channel15, channel16
8640987,24,65535,71,179,109,90,279,238,197,181,68,104,177,245,282,107,110,120
8641016,23,65535,74,177,109,90,284,239,199,181,69,106,176,245,285,106,109,121
8641044,22,65535,72,177,110,90,284,238,191,178,68,108,179,250,287,109,111,119
8641072,22,65535,74,180,110,91,292,234,202,173,67,105,179,257,291,111,110,120
8641100,21,65535,67,174,106,96,304,223,217,161,63,100,180,262,295,109,112,124
8641128,20,65535,69,181,109,100,322,230,221,161,60,101,188,283,293,107,109,122
8641156,20,65535,71,187,110,98,330,230,217,158,59,98,181,282,289,105,106,119
8641184,22,65535,70,189,115,102,332,222,221,157,60,95,175,274,274,106,105,121
8641212,25,65535,66,186,113,102,328,223,203,160,64,90,163,252,262,105,106,120
8641240,28,65535,64,179,111,99,326,222,177,159,66,90,158,241,254,104,103,117
8641268,27,65535,67,178,110,96,315,222,190,164,69,91,154,232,249,103,103,120
8641296,28,65535,66,185,111,93,300,233,188,172,72,93,154,227,242,108,103,123
8641324,28,65535,68,184,111,95,298,245,195,163,68,98,156,228,247,110,102,122
8641353,29,65535,70,192,113,90,297,225,183,156,63,93,156,221,254,110,101,118
8641381,28,65535,70,186,118,100,314,217,196,158,63,89,149,229,252,109,101,115
8641409,29,65535,65,179,111,100,314,222,190,167,69,90,151,223,247,108,104,121
8641437,28,65535,68,184,107,92,301,235,189,196,74,91,149,218,242,108,105,124
8641465,27,65535,70,188,113,92,296,263,197,186,70,100,158,219,250,109,107,124
8641493,28,65535,81,202,123,99,296,259,200,171,64,100,161,228,252,110,106,125
8641521,27,65535,79,199,131,111,326,238,199,169,68,91,159,238,258,108,105,120
8641549,26,65535,74,195,121,113,327,229,190,166,66,90,156,234,259,107,102,118
8641577,25,65535,72,187,112,99,289,230,185,156,58,88,146,223,242,107,101,117
8641605,24,65535,73,186,111,100,290,215,186,148,60,87,147,216,240,108,98,119
8641633,23,65535,66,183,115,99,292,205,160,152,59,82,143,213,242,106,95,114
8641661,23,65535,65,171,104,95,284,208,157,156,59,82,141,214,240,105,96,112
8641690,21,65535,65,171,102,87,269,206,153,155,57,84,136,205,230,103,97,110
8641718,19,65535,65,177,103,91,268,209,172,151,59,83,134,205,226,104,96,113
8641746,20,65535,64,179,103,90,268,216,152,153,59,82,141,199,227,103,93,114
8641774,20,65535,66,181,103,90,265,215,155,156,59,81,135,200,229,104,95,114
8641802,19,65535,65,185,107,89,269,215,163,161,60,84,137,203,231,105,99,116
8641830,16,65535,65,178,106,88,266,225,158,162,60,87,141,203,233,104,103,121
8641858,14,65535,68,183,110,90,272,221,162,161,64,88,145,206,240,105,106,120
8641886,15,65535,68,184,110,96,280,213,165,156,63,90,150,215,245,104,108,124
8641914,13,65535,66,181,107,94,287,216,170,155,61,90,160,222,250,105,110,126
8641942,13,65535,67,184,105,93,291,222,174,153,59,90,159,237,255,115,108,127
8641970,13,65535,65,191,109,94,301,218,171,155,59,87,159,239,267,110,104,118
8641998,12,65535,64,184,109,94,299,216,171,161,66,88,157,238,263,106,104,114
8642026,12,65535,65,181,107,88,282,221,163,170,63,89,148,226,243,106,101,116
8642055,11,65535,69,179,107,88,273,240,168,161,63,91,148,217,235,105,103,122
8642083,11,65535,73,184,114,93,282,227,169,163,62,88,149,214,237,105,104,127
8642111,12,65535,71,180,119,101,300,228,169,168,63,88,153,219,251,106,104,123
8642139,10,65535,70,182,115,103,290,230,187,173,63,90,153,221,257,105,102,121
8642167,11,65535,74,179,114,95,287,235,187,170,65,92,152,228,257,105,102,124
8642195,11,65535,76,179,118,102,291,232,188,170,66,93,151,225,252,104,101,116
8642223,12,65535,73,179,117,105,300,244,176,167,63,93,152,228,250,101,101,114
8642251,11,65535,73,190,119,102,299,249,194,163,61,90,150,222,241,100,101,116
8642279,10,65535,74,191,123,106,304,245,189,164,64,89,146,220,234,104,101,121
8642307,9,65535,70,188,124,107,306,230,191,161,63,90,149,219,239,109,101,120
8642335,9,65535,72,180,118,103,299,222,180,162,63,93,148,218,247,110,98,118
8642364,9,65535,70,174,117,96,296,217,189,171,66,90,149,224,250,106,101,117
8642392,10,65535,69,173,113,97,299,235,191,166,65,95,149,222,242,106,101,120
8642420,11,65535,73,180,114,96,297,235,192,163,68,92,152,216,245,106,111,120
8642448,9,65535,74,177,122,100,299,220,188,162,67,92,160,219,241,104,123,125
8642476,8,65535,68,174,115,98,298,215,177,162,65,95,173,221,249,108,111,124
8642504,9,65535,68,172,105,98,298,223,184,162,65,95,179,244,261,105,107,119
8642532,9,65535,68,174,109,95,309,228,176,159,62,89,160,261,263,106,103,115
8642560,10,65535,71,171,113,95,305,227,166,155,59,90,152,239,247,107,98,115
8642588,11,65535,68,174,117,96,287,218,177,155,60,86,148,218,236,106,101,116
8642616,11,65535,66,172,110,95,284,220,159,154,58,87,143,213,235,109,101,118
8642644,10,65535,65,173,111,91,275,219,160,151,60,87,144,208,235,107,100,116
8642672,10,65535,63,178,107,90,279,220,166,155,61,88,149,210,242,104,103,115
8642701,8,65535,63,178,108,92,283,224,178,151,59,87,148,215,241,105,102,118
8642729,7,65535,63,181,106,89,283,217,179,154,61,87,147,216,241,107,99,116
8642757,10,65535,65,182,109,93,282,219,158,168,61,86,142,211,237,102,103,117
8642785,11,65535,65,179,105,92,284,237,163,166,66,87,147,216,240,108,103,115
8642813,12,65535,73,185,113,89,270,238,166,166,63,92,150,210,238,104,102,117
8642841,15,65535,70,185,122,94,282,229,181,166,66,91,154,215,240,103,100,117
8642869,14,65535,70,186,117,100,304,248,179,171,64,89,147,220,241,104,101,121
8642897,12,65535,71,198,116,99,296,302,172,164,66,89,147,212,237,103,99,119
8642925,13,65535,74,213,127,95,282,265,169,159,68,88,144,207,238,105,99,115
8642953,11,65535,70,202,146,102,288,234,188,163,67,90,144,214,237,104,100,117
8642981,12,65535,68,191,119,94,286,233,170,158,66,94,147,209,236,105,100,115
8643009,11,65535,67,190,118,93,292,225,177,162,66,92,147,211,234,107,102,116
8643037,12,65535,67,181,114,95,303,216,176,166,68,94,148,213,236,108,106,117
8643066,13,65535,65,177,112,94,303,221,175,161,65,94,151,214,240,109,103,117
8643094,13,65535,70,184,109,93,301,227,179,156,60,92,158,217,241,106,104,116
8643122,11,65535,68,191,112,99,306,226,173,158,62,87,155,221,241,104,101,115
8643150,11,65535,69,185,115,98,307,223,169,161,66,88,153,225,242,104,101,116
8643178,11,65535,67,183,111,92,285,219,168,155,66,90,147,220,243,104,101,115
8643206,12,65535,67,184,110,90,278,216,183,156,62,90,146,217,239,103,100,115
8643234,12,65535,65,189,107,97,291,230,182,156,60,89,142,210,232,104,100,112
8643262,15,65535,66,197,112,93,289,237,183,155,62,87,143,210,234,105,101,114
8643290,15,65535,67,207,116,98,284,241,181,156,63,87,142,208,231,105,103,117
8643318,13,65535,67,231,119,94,283,236,179,158,64,89,143,210,232,104,108,117
8643346,14,65535,68,202,116,94,283,232,175,156,64,88,152,210,233,106,108,118
8643374,12,65535,65,196,114,90,272,223,182,159,65,89,152,212,237,105,109,121
8643403,8,65535,68,192,111,89,278,221,184,163,67,91,156,220,244,102,108,118
8643431,13,65535,68,190,110,90,285,230,174,166,64,91,160,229,248,103,105,120
8643459,13,65535,66,187,110,94,293,240,169,169,64,89,158,233,250,108,103,119
8643487,12,65535,69,196,117,97,296,246,171,163,60,89,155,232,250,106,102,117
8643515,14,65535,72,197,117,97,294,245,169,173,62,86,149,225,248,105,101,114
8643543,13,65535,69,199,124,102,299,242,163,196,70,86,142,221,244,106,100,116
8643571,13,65535,74,188,120,99,281,255,163,175,74,96,146,213,237,103,103,118
8643599,14,65535,84,192,128,102,278,238,193,163,68,95,147,208,235,108,101,116
8643627,15,65535,75,184,125,119,307,219,194,157,64,89,146,216,239,107,105,118
8643655,13,65535,69,180,117,111,321,225,169,156,64,88,149,218,242,105,102,116
8643683,14,65535,69,179,112,98,298,226,167,162,63,86,147,216,238,108,102,116
8643711,12,65535,69,184,114,96,293,225,164,159,65,90,149,217,242,110,103,117
8643740,7,65535,70,181,115,95,280,224,184,164,66,87,146,216,241,118,103,120
8643768,13,65535,69,183,112,94,284,229,176,164,68,89,148,217,241,119,105,116
8643796,13,65535,68,174,110,89,278,226,183,165,70,90,148,213,238,112,104,114
8643824,14,65535,68,174,113,92,279,227,189,167,68,93,153,213,236,109,105,117
8643852,13,65535,72,179,112,95,288,233,195,168,64,96,153,216,239,107,106,115
8643880,13,65535,73,190,115,98,303,229,194,161,65,92,156,223,242,106,108,117
8643908,14,65535,69,191,115,98,307,228,193,170,73,93,158,222,240,105,113,122
8643936,12,65535,67,192,115,97,300,230,175,174,74,95,165,223,242,107,117,131
8643964,11,65535,71,190,113,96,300,227,185,165,71,99,176,231,256,110,112,130
8643992,12,65535,74,191,114,99,306,229,204,182,73,99,176,247,276,107,107,122
8644020,14,65535,72,196,112,101,330,228,211,190,81,99,172,257,276,106,111,122
8644049,15,65535,78,192,116,102,335,229,215,173,79,106,169,255,262,105,114,122
8644077,13,65535,85,185,123,107,333,219,225,169,74,103,177,242,258,104,113,125
8644105,13,65535,72,182,115,120,350,223,228,168,70,104,178,252,262,104,108,123
8644133,14,65535,69,186,109,108,361,225,219,162,66,97,169,256,263,105,106,123
8644161,9,65535,72,186,112,103,344,227,205,164,67,94,161,251,261,103,106,122
8644189,10,65535,70,184,115,106,334,240,200,166,62,90,159,244,259,104,107,125
8644217,10,65535,73,189,114,101,315,240,194,162,64,90,155,232,251,105,105,121
8644245,10,65535,71,185,121,99,295,226,186,163,62,85,148,222,245,107,105,118
8644273,11,65535,69,180,115,98,288,227,182,165,62,87,147,215,242,106,103,119
8644301,9,65535,71,190,110,96,285,228,184,163,62,87,148,215,242,109,102,120
8644329,14,65535,72,192,114,98,284,226,164,158,62,87,147,219,244,104,102,117
8644357,13,65535,71,181,114,98,287,223,162,167,65,87,143,212,244,106,105,118
8644385,14,65535,67,180,115,100,285,231,161,166,66,90,149,214,241,105,107,121
8644413,15,65535,70,183,111,98,278,233,169,166,66,91,153,212,242,105,103,118
8644442,15,65535,73,193,119,97,284,230,170,166,67,90,153,219,246,105,107,120
8644470,13,65535,72,190,115,102,302,234,173,166,67,92,154,226,247,104,110,125
8644498,15,65535,72,206,115,98,300,238,175,161,64,94,163,228,249,107,111,128
8644526,14,65535,74,222,117,104,298,229,186,159,63,93,165,235,269,107,109,125
8644554,12,65535,69,195,116,104,315,234,178,161,59,89,169,249,270,110,107,123
8644582,10,65535,68,188,113,99,318,250,172,160,60,88,163,250,263,109,104,125
8644610,11,65535,71,201,118,98,300,254,167,156,61,87,154,243,253,113,103,120
8644638,12,65535,70,204,125,100,296,247,168,155,59,88,150,229,255,106,106,118
8644666,11,65535,68,198,120,96,280,238,158,159,60,85,145,218,240,104,101,116
8644694,8,65535,66,195,114,93,275,254,158,159,63,86,146,214,238,106,108,117
8644722,9,65535,71,199,120,90,273,256,159,162,65,88,148,219,238,105,105,119
8644750,10,65535,69,202,127,98,274,240,167,157,64,91,154,218,239,105,107,117
8644779,10,65535,72,192,121,100,287,234,171,160,65,88,153,223,243,107,110,121
8644807,9,65535,67,188,115,101,301,230,174,157,67,95,158,231,248,110,108,120
8644835,10,65535,69,190,117,100,300,225,199,157,63,93,166,228,252,107,104,117
8644863,10,65535,67,187,114,96,308,235,178,161,61,89,161,242,259,105,98,115
8644891,11,65535,69,184,114,96,310,231,166,162,61,88,148,235,243,103,100,114
8644919,9,65535,71,178,119,94,292,233,162,161,63,90,142,215,234,103,102,115
8644947,10,65535,71,181,118,96,275,231,162,167,66,88,145,206,231,105,102,117
8644975,9,65535,70,180,118,101,284,233,166,165,66,92,146,211,238,108,102,118
8645003,8,65535,73,181,115,100,286,224,167,167,66,92,148,215,240,108,104,118
8645031,8,65535,72,183,119,99,290,228,172,166,67,93,151,218,246,107,103,118
8645059,8,65535,71,185,114,103,298,230,172,163,65,93,150,223,245,109,103,119
8645088,8,65535,70,191,115,102,303,221,172,166,62,89,151,224,246,110,100,117
8645116,8,65535,69,185,113,101,300,223,166,169,62,88,144,223,242,106,99,116
8645144,8,65535,66,179,105,96,293,237,159,157,59,85,138,209,234,104,98,115
8645172,9,65535,74,199,111,90,270,222,156,162,63,85,139,202,233,104,103,118
8645200,10,65535,70,186,111,102,279,214,161,163,66,85,144,207,238,105,106,119
8645228,11,65535,67,181,109,94,280,215,166,161,66,89,149,211,242,104,104,123
8645256,9,65535,66,182,105,96,289,215,169,165,67,93,156,220,248,108,104,121
8645284,9,65535,67,183,106,95,298,217,173,159,66,92,152,224,253,109,101,124
8645312,10,65535,67,179,107,96,296,217,171,161,65,91,152,228,254,107,102,118
8645340,10,65535,69,178,107,99,302,224,171,165,66,91,151,225,251,106,103,118
8645368,10,65535,70,185,114,99,301,222,180,173,73,91,152,220,246,105,102,117
8645396,10,65535,71,182,108,95,300,238,185,170,69,97,155,219,247,106,106,126
8645424,10,65535,76,191,115,96,304,228,188,173,68,97,160,225,252,107,103,122
8645453,9,65535,73,191,120,106,324,231,186,171,68,95,157,238,262,103,102,117
8645481,9,65535,76,185,115,108,323,232,179,159,65,93,153,235,254,108,104,120
8645509,9,65535,74,185,118,105,311,221,192,161,63,91,152,227,246,107,105,120
8645537,8,65535,73,179,117,108,311,218,174,163,66,91,153,222,245,108,107,127
8645565,8,65535,68,179,108,98,293,226,179,173,67,90,151,218,249,108,110,133
8645593,7,65535,69,183,112,94,289,246,171,169,67,96,161,226,260,110,104,128
8645621,9,65535,79,188,116,97,294,244,179,162,64,94,161,231,270,109,102,121
